,Model A,Model B,Step,Score
531,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,30,0.6831200122833252
532,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,30,0.6743200421333313
533,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.5892000198364258
534,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.5527199506759644
535,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.5135200023651123
536,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,30,0.7024000287055969
537,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.561680018901825
538,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.5589599609375
539,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.5155200362205505
540,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,30,0.5560800433158875
541,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.552560031414032
542,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.5390400290489197
543,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,30,0.6189600229263306
544,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.5722399950027466
545,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,30,0.6128000617027283
546,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,35,0.5575999617576599
547,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,35,0.5062400102615356
548,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,35,0.4087999761104584
549,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,35,0.3738400340080261
550,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,35,0.5085600018501282
551,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,35,0.4877600073814392
552,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,35,0.5559999942779541
553,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,35,0.5300800204277039
554,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,35,0.513759970664978
555,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.5815200209617615
556,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.519599974155426
557,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.4931999742984772
558,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,35,0.5486400127410889
559,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,35,0.4230400025844574
560,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,35,0.3494400084018707
561,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.mae,35,0.46104004979133606
562,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,35,0.45127999782562256
563,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,35,0.5256800055503845
564,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,35,0.5116000175476074
565,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,35,0.4928000271320343
566,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.5655199289321899
567,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.5267199873924255
568,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.49663999676704407
569,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,35,0.4581599831581116
570,vit_base_patch16_224.augreg_in21k,vit_base_patch16_224.mae,35,0.34031999111175537
571,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.mae,35,0.43615996837615967
572,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,35,0.43136000633239746
573,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,35,0.49856001138687134
574,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,35,0.47464001178741455
575,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,35,0.4638400375843048
576,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.520799994468689
577,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.4914399981498718
578,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.46615999937057495
579,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,35,0.2939999997615814
580,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,35,0.36136001348495483
581,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,35,0.3632799983024597
582,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,35,0.4153600037097931
583,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,35,0.41967999935150146
584,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,35,0.4043199419975281
585,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.43167999386787415
586,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.42424002289772034
587,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.40111997723579407
588,vit_base_patch16_224.mae,vit_large_patch16_224.mae,35,0.454800009727478
589,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,35,0.4511999785900116
590,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,35,0.3397600054740906
591,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,35,0.3259200155735016
592,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,35,0.33399999141693115
593,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.35255998373031616
594,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.3362399935722351
595,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.3307200074195862
596,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,35,0.7387199997901917
597,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,35,0.47136005759239197
598,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,35,0.45471999049186707
599,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,35,0.44919997453689575
600,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.47679999470710754
601,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.4463999569416046
602,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.4368000328540802
603,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,35,0.46031999588012695
604,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,35,0.44223999977111816
605,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,35,0.4429599940776825
606,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.4663200080394745
607,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.438400000333786
608,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.4291200637817383
609,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,35,0.6803200244903564
610,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,35,0.667199969291687
611,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.5866400003433228
612,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.5399199724197388
613,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.5138399600982666
614,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,35,0.6955200433731079
615,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.5592800378799438
616,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.5528799891471863
617,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.5199199914932251
618,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,35,0.5536800026893616
619,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.5427200198173523
620,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.5371999740600586
621,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,35,0.6210399866104126
622,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.5857599973678589
623,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,35,0.6222400665283203
624,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,40,0.5408799648284912
625,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,40,0.49591997265815735
626,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,40,0.4275999963283539
627,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,40,0.38072001934051514
628,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,40,0.5144000053405762
629,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,40,0.491599977016449
630,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,40,0.5631200075149536
631,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,40,0.5229599475860596
632,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,40,0.5156800150871277
633,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.5815999507904053
634,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.5212000012397766
635,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.49511998891830444
636,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,40,0.5204799771308899
637,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,40,0.42311999201774597
638,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,40,0.34727999567985535
639,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.mae,40,0.4485599994659424
640,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,40,0.4370400011539459
641,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,40,0.5080000162124634
642,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,40,0.4790399670600891
643,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,40,0.4684000015258789
644,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.553600013256073
645,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.5083999633789062
646,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.47623997926712036
647,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,40,0.45607998967170715
648,vit_base_patch16_224.augreg_in21k,vit_base_patch16_224.mae,40,0.33344000577926636
649,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.mae,40,0.4300000071525574
650,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,40,0.4239199757575989
651,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,40,0.49039995670318604
652,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,40,0.4681600332260132
653,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,40,0.465999960899353
654,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.5135999917984009
655,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.4896000027656555
656,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.45799994468688965
657,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,40,0.2994399964809418
658,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,40,0.373199999332428
659,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,40,0.36375996470451355
660,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,40,0.4224800169467926
661,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,40,0.41471999883651733
662,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,40,0.3986400067806244
663,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.4440000057220459
664,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.4370400011539459
665,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.42399999499320984
666,vit_base_patch16_224.mae,vit_large_patch16_224.mae,40,0.4567999839782715
667,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,40,0.4471999704837799
668,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,40,0.35016000270843506
669,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,40,0.3245599865913391
670,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,40,0.33792001008987427
671,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.36079999804496765
672,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.3485599756240845
673,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.34031999111175537
674,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,40,0.7281599044799805
675,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,40,0.482479989528656
676,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,40,0.44815999269485474
677,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,40,0.4580000042915344
678,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.48215997219085693
679,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.452239990234375
680,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.43024003505706787
681,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,40,0.47328001260757446
682,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,40,0.4382399916648865
683,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,40,0.4503999948501587
684,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.4741600453853607
685,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.44279998540878296
686,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.4272799789905548
687,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,40,0.6553599834442139
688,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,40,0.6525599956512451
689,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.5829600095748901
690,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.5406399965286255
691,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.505120038986206
692,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,40,0.6847200393676758
693,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.5544799566268921
694,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.5555199384689331
695,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.5195199847221375
696,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,40,0.5503199696540833
697,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.5395199656486511
698,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.5291199684143066
699,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,40,0.6244000196456909
700,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.5824799537658691
701,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,40,0.6279199719429016
702,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,45,0.5148000121116638
703,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,45,0.48448002338409424
704,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,45,0.4207199811935425
705,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,45,0.37672001123428345
706,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,45,0.5140799880027771
707,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,45,0.4925599694252014
708,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,45,0.5510400533676147
709,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,45,0.5084800124168396
710,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,45,0.5136000514030457
711,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.5722399950027466
712,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.5184800028800964
713,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.4886399507522583
714,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,45,0.5379199981689453
715,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,45,0.43591997027397156
716,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,45,0.34095996618270874
717,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.mae,45,0.4355200231075287
718,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,45,0.4095200300216675
719,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,45,0.48767998814582825
720,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,45,0.46799999475479126
721,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,45,0.4580000042915344
722,vit_small_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.535599946975708
723,vit_small_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.503279983997345
724,vit_small_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.46983999013900757
725,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,45,0.4570399820804596
726,vit_base_patch16_224.augreg_in21k,vit_base_patch16_224.mae,45,0.33376002311706543
727,vit_base_patch16_224.augreg_in21k,vit_large_patch16_224.mae,45,0.41447997093200684
728,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,45,0.4012799561023712
729,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,45,0.49592000246047974
730,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,45,0.4777600169181824
731,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,45,0.4729600250720978
732,vit_base_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.527199923992157
733,vit_base_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.4904800057411194
734,vit_base_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.4588000476360321
735,vit_large_patch16_224.augreg_in21k,vit_base_patch16_224.mae,45,0.2983199954032898
736,vit_large_patch16_224.augreg_in21k,vit_large_patch16_224.mae,45,0.37328001856803894
737,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,45,0.36271998286247253
738,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,45,0.43488001823425293
739,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,45,0.42344000935554504
740,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,45,0.4073600172996521
741,vit_large_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.44255998730659485
742,vit_large_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.4538399875164032
743,vit_large_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.4200800061225891
744,vit_base_patch16_224.mae,vit_large_patch16_224.mae,45,0.4514400064945221
745,vit_base_patch16_224.mae,vit_huge_patch14_224.mae,45,0.44439998269081116
746,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b,45,0.3510400056838989
747,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b,45,0.3325600326061249
748,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,45,0.3503200113773346
749,vit_base_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.367279976606369
750,vit_base_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.34696000814437866
751,vit_base_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.3396799862384796
752,vit_large_patch16_224.mae,vit_huge_patch14_224.mae,45,0.7105600237846375
753,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b,45,0.48607999086380005
754,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b,45,0.4503200054168701
755,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b,45,0.4607999920845032
756,vit_large_patch16_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.4796000123023987
757,vit_large_patch16_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.4469600319862366
758,vit_large_patch16_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.4312800168991089
759,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b,45,0.47335997223854065
760,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b,45,0.4411199688911438
761,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b,45,0.4554400146007538
762,vit_huge_patch14_224.mae,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.46983999013900757
763,vit_huge_patch14_224.mae,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.43479999899864197
764,vit_huge_patch14_224.mae,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.4251999855041504
765,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b,45,0.6487199664115906
766,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,45,0.656000018119812
767,vit_base_patch16_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.5709599852561951
768,vit_base_patch16_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.5329599976539612
769,vit_base_patch16_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.4985600709915161
770,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b,45,0.6743999719619751
771,vit_large_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.5524799823760986
772,vit_large_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.5492799878120422
773,vit_large_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.5061600208282471
774,vit_huge_patch14_clip_224.laion2b,vit_base_patch16_clip_224.laion2b_ft_in12k,45,0.5535999536514282
775,vit_huge_patch14_clip_224.laion2b,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.5428799986839294
776,vit_huge_patch14_clip_224.laion2b,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.5235199928283691
777,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_large_patch14_clip_224.laion2b_ft_in12k,45,0.6314399838447571
778,vit_base_patch16_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.5922399759292603
779,vit_large_patch14_clip_224.laion2b_ft_in12k,vit_huge_patch14_clip_224.laion2b_ft_in12k,45,0.6360800266265869
780,vit_tiny_patch16_224.augreg_in21k,vit_small_patch16_224.augreg_in21k,50,0.4746399521827698
781,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,50,0.4751199781894684
782,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,50,0.41440001130104065
783,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_224.mae,50,0.3824799656867981
784,vit_tiny_patch16_224.augreg_in21k,vit_large_patch16_224.mae,50,0.5056799650192261
785,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_224.mae,50,0.48760002851486206
786,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b,50,0.5200799703598022
787,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b,50,0.48392000794410706
788,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b,50,0.498960018157959
789,vit_tiny_patch16_224.augreg_in21k,vit_base_patch16_clip_224.laion2b_ft_in12k,50,0.5603199601173401
790,vit_tiny_patch16_224.augreg_in21k,vit_large_patch14_clip_224.laion2b_ft_in12k,50,0.5019199848175049
791,vit_tiny_patch16_224.augreg_in21k,vit_huge_patch14_clip_224.laion2b_ft_in12k,50,0.47919997572898865
792,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.augreg_in21k,50,0.5327999591827393
793,vit_small_patch16_224.augreg_in21k,vit_large_patch16_224.augreg_in21k,50,0.4280800223350525
794,vit_small_patch16_224.augreg_in21k,vit_base_patch16_224.mae,50,0.349759966135025
